material_id,cpse_id,sector,plant_code,source_material_code,material_type,material_description,technical_spec_text,uom,existing_material_group,unit_price_inr,current_stock_qty,annual_procurement_qty,bucket,human_review_flag
MAT-PW-001897,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-767071,ERSA,SWING CHECK VALVE 2 INCH 300# A105,SWING CHECK NON RETURN VALVE 2 INCH CLASS 300# FLANGED RF BODY A105 TRIM 8 BS 1868 / ASME B16.34,EA,PIPING-VALVES,12739.8,8,19,BKT-VLV-CHECK-2INCH-300#-A105-01495,False
MAT-GT-001898,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,MAT-511113,HIBE,SPIRAL WOUND GASKET 4 INCH 150# SS304/GR,SPIRAL WOUND METALLIC GASKET 4 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,656.82,212,899,BKT-SEAL-SPRL-4INCH-150#-SS304-01496,False
MAT-GT-001899,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,MAT-267131,ERSA,MCB 32A 4P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,2015.14,7,38,BKT-ELE-MCB-32A-4P-C-01497,False
MAT-RP-001900,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,MAT-593204,ERSA,BEARING SPH ROLLER 22316K NORMAL,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,15375.11,5,19,BKT-BRG-SPH-22316K-NORMAL-01498,False
MAT-RP-001901,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-798642,ERSA,BEARING BALL 6314 2RS1 C3,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,5487.75,18,42,BKT-BRG-DGBB-6314-2RS1-01499,False
MAT-ST-001902,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-404179,ERSA,Brg Ball 6314 2Rs1 C3,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,5344.82,3,18,BKT-BRG-DGBB-6314-2RS1-01499,False
MAT-PW-001903,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-965934,ERSA,BEARING SPH ROLLER 22218K NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,7611.43,27,62,BKT-BRG-SPH-22218K-NORMAL-01500,False
MAT-RP-001904,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-586907,ERSA,BRG SPH ROLLER 22218K NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,7995.08,9,32,BKT-BRG-SPH-22218K-NORMAL-01500,False
MAT-OG-001905,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-188039,ERSA,BEARING BALL 6310 2RS1 C3,DEEP GROOVE BALL BEARING 50X110X27MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,2497.54,9,22,BKT-BRG-DGBB-6310-2RS1-01501,False
MAT-PW-001906,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-124524,ERSA,BEARING SPH ROLLER 22316 C3,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,20407.7,13,35,BKT-BRG-SPH-22316-C3-01502,False
MAT-PW-001907,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-355807,ERSA,BEARING SPH ROLLER 22224 NORMAL,SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,17919.12,1,6,BKT-BRG-SPH-22224-NORMAL-01503,False
MAT-ST-001908,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-508223,HIBE,SPIRAL WOUND GASKET 4 INCH 150# SS304/GR,SPIRAL WOUND METALLIC GASKET 4 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,598.59,23,119,BKT-SEAL-SPRL-4INCH-150#-SS304-01504,False
MAT-PW-001909,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-286779,ERSA,BEARING SPH ROLLER 22220 C3,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,11774.24,3,9,BKT-BRG-SPH-22220-C3-01505,False
MAT-MN-001910,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-311379,ERSA,BEARING BALL 6206 OPEN C3,DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,470.7,10,27,BKT-BRG-DGBB-6206-OPEN-01506,False
MAT-HE-001911,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-400111,HIBE,CABLE LT XLPE 1.1KV 4C X 25 SQMM AL ARMD,1.1KV GRADE 4C X 25 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,MTR,ELECTRICAL-CABLES,573.76,21,98,BKT-CBL-LTXLPE-4CX25SQMM-1.1KV-01507,False
MAT-HE-001912,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MAT-167883,ERSA,BEARING BALL 6210 ZZ C3,DEEP GROOVE BALL BEARING 50X90X20MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1088.51,44,146,BKT-BRG-DGBB-6210-ZZ-01508,False
MAT-HE-001913,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-799894,ERSA,BEARING BALL 6206 ZZ C3,DEEP GROOVE BALL BEARING 30X62X16MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,461.51,8,40,BKT-BRG-DGBB-6206-ZZ-01509,False
MAT-ST-001914,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-318108,ERSA,BEARING SPH ROLLER 22226K NORMAL,SPHERICAL ROLLER BEARING 130X230X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,29871.55,13,36,BKT-BRG-SPH-22226K-NORMAL-01510,False
MAT-ST-001915,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-147188,ERSA,BEARING SPH ROLLER 22224 C3,SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,23001.34,1,5,BKT-BRG-SPH-22224-C3-01511,False
MAT-HE-001916,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,MAT-609935,HIBE,FLANGE BLRF 4 INCH 150# A105,FORGED CARBON STEEL FLANGE BLRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,2326.67,4,15,BKT-FLG-BLRF-4INCH-150#-A105-01512,False
MAT-PW-001917,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-770547,HIBE,CABLE LT XLPE 1.1KV 4C X 50 SQMM AL ARMD,1.1KV GRADE 4C X 50 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,MTR,ELECTRICAL-CABLES,1201.34,4,13,BKT-CBL-LTXLPE-4CX50SQMM-1.1KV-01513,False
MAT-MN-001918,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-417617,ERSA,GATE VALVE 1/2 INCH 150# A105 FLGD,GATE VALVE 1/2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,3643.61,3,14,BKT-VLV-GATE-1/2INCH-150#-A105-01514,False
MAT-HE-001919,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-455446,ERSA,CASING WEAR RING DIA 260MM CA6NM,CENTRIFUGAL PUMP SPARE CASING WEAR RING SIZE DIA 260MM SPECIFICATION CA6NM API 610 / API 682 COMPLIANT,EA,PUMPS-ROTATING-SPARES,12666.89,5,21,BKT-ROT-CASINGWEARRING-DIA260MM-01515,False
MAT-RP-001920,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-392449,ERSA,BEARING SPH ROLLER 22314K C3,SPHERICAL ROLLER BEARING 70X150X51MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,10078.22,6,16,BKT-BRG-SPH-22314K-C3-01516,False
MAT-PW-001921,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-544691,ERSA,BEARING BALL 6314 2RS1 C3,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,5842.29,1,5,BKT-BRG-DGBB-6314-2RS1-01517,False
MAT-RP-001922,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,MAT-439504,ERSA,BEARING SPH ROLLER 22316 C3,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,18368.63,11,44,BKT-BRG-SPH-22316-C3-01518,False
MAT-PW-001923,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-785761,ERSA,PRESSURE GAUGE 0-100 KG/CM2 DIAL 150MM,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,EA,INSTRUMENTATION-CONTROL,4702.48,3,10,BKT-INS-GAUGE-0-100KGCM2-150MM-01519,False
MAT-ST-001924,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-134118,HIBE,HEX HEAD BOLT M24 X 80MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 80MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,188.71,76,316,BKT-FAS-BOLT-M24X80MM-8.8-01520,False
MAT-RP-001925,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-301221,HIBE,HEX HEAD BOLT M20 X 80MM GR 4.6,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 80MM LENGTH PROPERTY CLASS 4.6 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,88.69,510,1305,BKT-FAS-BOLT-M20X80MM-4.6-01521,False
MAT-PW-001926,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-762060,HIBE,CARTRIDGE FILTER 10 MICRON 20 INCH PP,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 20 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,EA,FILTERS-CONSUMABLES,436.03,36,137,BKT-FLTR-CART-10MICRON-20INCH-PP-01522,False
MAT-PW-001927,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-173716,HIBE,PIPE SMLS CS 6 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,2894.32,1,3,BKT-PIPE-6INCH-SCH40-ASTMA106GRB-01523,False
MAT-RP-001928,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-665072,HIBE,SPIRAL WOUND GASKET 2 INCH 150# SS304/GR,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,308.62,85,214,BKT-SEAL-SPRL-2INCH-150#-SS304-01524,False
MAT-RP-001929,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-974892,HIBE,FLANGE SORF 2 INCH 150# A105,FORGED CARBON STEEL FLANGE SORF SIZE 2 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1020.92,13,59,BKT-FLG-SORF-2INCH-150#-A105-01525,False
MAT-OG-001930,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-144526,ERSA,CONTACTOR 70A 3P 230VAC 3TF48,3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,11782.33,40,117,BKT-ELE-CONT-70A-3TF48-230V-01526,False
MAT-ST-001931,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-123113,ERSA,MCCB 250A 4P 36KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,26159.8,3,9,BKT-ELE-MCCB-250A-4P-36KA-01527,False
MAT-MN-001932,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-618089,ERSA,BEARING SPH ROLLER 22226 NORMAL,SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,25329.61,9,36,BKT-BRG-SPH-22226-NORMAL-01528,False
MAT-HE-001933,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,MAT-920205,ERSA,BRG SPH ROLLER 22226 NORMAL,SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,29081.33,3,16,BKT-BRG-SPH-22226-NORMAL-01528,False
MAT-RP-001934,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-686876,ERSA,RTD PT100 DUPLEX CL-A 6X450MM,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 450MM SS316 IEC 60751,EA,INSTRUMENTATION-CONTROL,4501.85,4,22,BKT-INS-RTD-PT100-DUPLEX-450MM-01529,False
MAT-RP-001935,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-388355,HIBE,FLANGE SORF 3 INCH 150# A105,FORGED CARBON STEEL FLANGE SORF SIZE 3 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1441.8,50,203,BKT-FLG-SORF-3INCH-150#-A105-01530,False
MAT-MN-001936,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-911230,ERSA,BEARING SPH ROLLER 22218 C3,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,10480.76,1,7,BKT-BRG-SPH-22218-C3-01531,False
MAT-OG-001937,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,MAT-149394,HIBE,HEX HEAD BOLT M20 X 100MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,128.8,83,319,BKT-FAS-BOLT-M20X100MM-8.8-01532,False
MAT-HE-001938,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,MAT-372063,HIBE,CARTRIDGE FILTER 10 MICRON 20 INCH PP,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 20 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,EA,FILTERS-CONSUMABLES,433.84,95,375,BKT-FLTR-CART-10MICRON-20INCH-PP-01533,False
MAT-PW-001939,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-976346,ERSA,MECH SEAL 55MM API 682 PLAN 53A SIC/SIC,CENTRIFUGAL PUMP SPARE MECH SEAL SIZE 55MM SPECIFICATION API 682 PLAN 53A SIC/SIC API 610 / API 682 COMPLIANT,EA,PUMPS-ROTATING-SPARES,70578.8,1,8,BKT-ROT-MECHSEAL-55MM-01534,False
MAT-GT-001940,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,MAT-940446,ERSA,BEARING BALL 6310 OPEN C3,DEEP GROOVE BALL BEARING 50X110X27MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1681.41,5,26,BKT-BRG-DGBB-6310-OPEN-01535,False
MAT-HE-001941,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-335181,HIBE,CARTRIDGE FILTER 25 MICRON 10 INCH PP,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,EA,FILTERS-CONSUMABLES,224.67,61,333,BKT-FLTR-CART-25MICRON-10INCH-PP-01536,False
MAT-OG-001942,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-987913,ERSA,MCCB 250A 4P 36KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,33340.81,6,17,BKT-ELE-MCCB-250A-4P-36KA-01537,False
MAT-OG-001943,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-687976,ERSA,MCCB 250A 4P 36KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,27908.67,10,30,BKT-ELE-MCCB-250A-4P-36KA-01537,False
MAT-HE-001944,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-416764,ERSA,BEARING BALL 6310 2RS1 C3,DEEP GROOVE BALL BEARING 50X110X27MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,2289.0,5,18,BKT-BRG-DGBB-6310-2RS1-01538,False
MAT-PW-001945,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-399561,ERSA,BEARING BALL 6210 ZZ C3,DEEP GROOVE BALL BEARING 50X90X20MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1231.35,12,40,BKT-BRG-DGBB-6210-ZZ-01539,False
MAT-ST-001946,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-326362,HIBE,STUD BOLT 1-1/8 INCH X 180MM B7 W/2NUTS ,HIGH TENSILE ALLOY STEEL STUD BOLT 1-1/8 INCH X 180MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,929.22,90,202,BKT-FAS-STUD-1-18INCHX180MM-B7-2H-01540,False
MAT-RP-001947,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-434831,HIBE,STUD BOLT 1-1/8 INCH X 180MM B7 W/2NUTS,HIGH TENSILE ALLOY STEEL STUD BOLT 1-1/8 INCH X 180MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,1037.18,152,350,BKT-FAS-STUD-1-18INCHX180MM-B7-2H-01540,False
MAT-PW-001948,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-329378,ERSA,GATE VALVE 3 INCH 150# WCB FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,15326.56,8,23,BKT-VLV-GATE-3INCH-150#-WCB-01541,False
MAT-RP-001949,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,MAT-803845,ERSA,MCB 25A 3P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 25A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,1093.2,26,60,BKT-ELE-MCB-25A-3P-C-01542,False
MAT-OG-001950,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-211218,ERSA,BEARING SPH ROLLER 22226 C3,SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,29047.99,9,23,BKT-BRG-SPH-22226-C3-01543,False
MAT-MN-001951,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-798389,ERSA,MCB 40A 3P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 40A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,1582.39,1,5,BKT-ELE-MCB-40A-3P-C-01544,False
MAT-HE-001952,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-573416,ERSA,GATE VALVE 3 INCH 150# WCB FLGD,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,16415.44,14,67,BKT-VLV-GATE-3INCH-150#-WCB-01545,False
MAT-ST-001953,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-653803,ERSA,MCB 32A 3P C CURVE 10KA,MINIATURE CIRCUIT BREAKER 32A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,EA,ELECTRICAL-SWITCHGEAR,1374.6,1,11,BKT-ELE-MCB-32A-3P-C-01546,False
MAT-ST-001954,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-243624,HIBE,SPIRAL WOUND GASKET 4 INCH 300# SS304/GR,SPIRAL WOUND METALLIC GASKET 4 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,874.15,54,165,BKT-SEAL-SPRL-4INCH-300#-SS304-01547,False
MAT-RP-001955,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,MAT-830157,HIBE,CABLE HT XLPE 11KV 3C X 185 SQMM AL ARMD,11KV GRADE 3C X 185 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,MTR,ELECTRICAL-CABLES,2621.98,5,15,BKT-CBL-HTXLPE-3CX185SQMM-11KV-01548,False
MAT-HE-001956,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-645622,HIBE,SPIRAL WOUND GASKET 6 INCH 150# SS304/GR,SPIRAL WOUND METALLIC GASKET 6 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,771.53,157,754,BKT-SEAL-SPRL-6INCH-150#-SS304-01549,False
MAT-OG-001957,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-847417,ERSA,SWING CHECK VALVE 4 INCH 150# WCB,SWING CHECK NON RETURN VALVE 4 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,EA,PIPING-VALVES,22178.16,0,4,BKT-VLV-CHECK-4INCH-150#-WCB-01550,False
MAT-RP-001958,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-603009,ERSA,BEARING BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,246.91,133,301,BKT-BRG-DGBB-6204-OPEN-01551,False
MAT-ST-001959,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-393273,HIBE,FLANGE WNRF 2 INCH 300# A105,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 300# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1969.9,22,57,BKT-FLG-WNRF-2INCH-300#-A105-01552,False
MAT-GT-001960,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,MAT-486509,HIBE,SPIRAL WOUND GASKET 2 INCH 300# SS304/GR,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,447.72,89,312,BKT-SEAL-SPRL-2INCH-300#-SS304-01553,False
MAT-RP-001961,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,MAT-534375,HIBE,PIPE SMLS CS 3 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 3 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,1405.98,9,23,BKT-PIPE-3INCH-SCH40-ASTMA106GRB-01554,False
MAT-ST-001962,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-961313,ERSA,GATE VALVE 2 INCH 300# A105 FLGD,GATE VALVE 2 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,15963.01,9,30,BKT-VLV-GATE-2INCH-300#-A105-01555,False
